-212.725,-185.263,-0.151023,-2.80668e-05,1.64709e-05,1.32797e-07,3.31715e-05,-0.00066236,1.18878e-06,0.00559925
3888.25,24.6995,-0.129402,2.20262e-05,-5.72494e-06,-7.69758e-08,-1.81378e-05,0.000263421,-3.20047e-07,-0.00268132
-27669.8,-336.077,-0.0808555,5.42448e-06,1.65139e-06,5.16033e-08,-1.28354e-05,-6.84872e-05,-2.09429e-07,-0.00780274
40.7394,-3345.06,-0.278008,2.45964e-06,3.13607e-07,-3.44382e-08,-3.00275e-06,0.000122844,-7.10384e-07,-0.000195944
3.81489,70.3347,-0.063963,-8.00409e-06,2.47379e-06,-7.87036e-07,-0.000150359,-0.000395812,-2.70903e-05,-0.0314572
-0.0709351,-1.61206,-0.0241585,-8.72464e-06,7.29088e-06,6.01228e-07,-1.34274e-05,4.41282e-05,-7.48703e-06,-0.0270213
-0.0862921,2.2077,-0.0347871,6.81117e-06,4.74047e-06,3.00228e-07,5.19829e-05,-0.000224939,1.57454e-05,-0.00594056
-0.115723,0.301901,0.0620311,-5.64289e-07,2.37423e-06,3.36411e-07,-1.86039e-05,0.000119971,-1.97958e-05,0.0061924
-0.0176471,0.598887,0.0149592,1.68935e-06,4.65834e-06,-2.066e-07,-3.13446e-05,-0.000109744,2.27051e-05,0.00508203
-0.0346458,0.103813,0.0716297,-9.94615e-06,-1.57119e-06,-3.16138e-07,1.83029e-05,7.14047e-05,-1.44351e-05,-0.0092346
-0.00475514,-0.225371,-0.00283646,-3.94584e-06,6.76994e-07,-4.00494e-08,-1.71366e-05,4.40546e-05,-9.9399e-07,-0.012733
0.0141145,0.0382157,-0.0437717,1.01688e-05,3.29298e-06,-2.6068e-07,1.67426e-05,-6.73709e-05,-1.3458e-05,0.0153126
0.00974477,0.103944,-0.023162,8.79235e-06,5.01256e-07,1.61724e-07,-1.88139e-05,-9.40194e-05,-2.43358e-05,0.0180432
-1.90613e-05,-0.000714623,-0.00387344,-1.14566e-05,-6.35843e-08,-5.90038e-09,2.75473e-06,-2.42251e-06,3.78912e-08,0.00301899
1.31658e-05,0.000699089,-8.51691,-4.71508e-06,-1.84953e-07,2.8081e-09,8.13385e-07,-1.44108e-05,5.42813e-08,0.000212092
-2.35051e-07,3.02652e-07,2.29383e-05,-4.23682e-07,1.14856e-07,8.97322e-09,7.98601e-05,-5.44126e-06,2.5397e-05,0.919204
-8.54597e-13,-3.83708e-12,3.03237e-09,-0.00552014,-2.23617e-06,-1.13745e-08,1.12136e-08,1.43747e-05,2.48446e-08,-2.46128e-09
1.38788e-11,-2.07753e-10,7.89165e-09,-1.21334e-05,-3.18444e-06,4.16166e-08,7.1316e-07,-0.0046599,-2.83115e-06,-2.75739e-08
-7.53011e-13,3.61717e-12,2.62261e-10,6.83577e-09,1.0059e-08,-1.05636e-06,0.00281695,4.32606e-07,-2.51419e-06,-2.44663e-07
-3.43041e-14,-1.28862e-13,-9.96833e-12,-4.29483e-09,1.88982e-08,4.77696e-08,-1.31014e-06,8.91555e-07,-0.00146778,4.06728e-08
-1.0942e-14,9.7003e-17,3.15902e-12,6.32003e-08,-0.000155332,-2.33399e-07,4.48986e-10,1.05984e-07,-1.94376e-09,2.00824e-11
4.4648e-17,5.21054e-17,6.21582e-15,-2.32376e-11,-2.4504e-08,1.6308e-05,6.11608e-09,1.63066e-10,5.25077e-10,-7.01051e-13
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
